,bltasid,residentialsf,bsmntsf,bsmntfinsf,garagesf,grossacres,yrblt,salep,SubDivisionCode
3936,68,1301,546,0,361,0.0,2015,446500,27
3937,68,1300,0,0,508,0.03,2004,345000,42
3938,8,1618,0,0,560,0.09,2011,425000,-1
3939,8,3089,1428,1050,786,0.22,2014,820500,-1
3940,20,1271,0,0,0,0.0,2017,715000,-1
3941,8,2321,1067,1067,418,0.11,2008,675000,-1
3942,1,832,832,273,440,0.2,1928,450000,-1
3943,1,1064,588,588,308,0.14,1963,320000,-1
3944,1,1059,0,0,400,0.17,1920,520000,-1
3945,1,1253,1120,1120,480,0.21,1967,460000,-1
3946,7,5150,2895,1173,1296,1.83,1973,1130000,-1
3947,476,1260,0,0,0,1.83,2005,1130000,-1
3948,1,1056,0,0,0,0.18,1971,347500,-1
3949,4,2116,0,0,400,0.21,1980,475000,-1
3950,7,2432,644,564,624,0.21,1979,600000,-1
3951,7,1320,0,0,360,0.15,1980,397000,-1
3952,8,2056,0,0,440,0.14,1984,497500,26
3953,7,1496,0,0,440,0.14,1983,453500,-1
3954,68,1088,544,0,264,0.0,1982,360000,-1
3955,8,2686,1217,1217,770,0.21,2000,746900,-1
3956,68,1557,776,0,360,0.05,2012,422000,-1
3957,21,1596,0,0,0,2.2,2001,460000,-1
3958,404,1080,0,0,0,2.2,2007,460000,-1
3959,1,1672,1154,0,462,0.12,2005,575000,-1
3960,8,2005,947,814,580,0.16,2001,615469,41
3961,61,1547,885,685,440,0.14,1989,495000,-1
3962,7,1256,0,0,440,0.16,1986,425000,-1
3963,4,1375,0,0,304,0.12,1978,321000,-1
3964,7,1612,0,0,528,0.19,1976,425000,-1
3965,8,3094,1554,0,726,0.54,2000,954000,23
3966,8,2176,648,648,672,0.2,1994,595000,-1
3967,8,1446,0,0,210,0.07,2003,454600,-1
3968,8,2847,1282,1058,808,0.22,1996,760000,-1
3969,1,1169,0,0,308,0.15,1993,400000,-1
3970,1,1690,1626,0,400,0.14,1997,490000,-1
3971,8,2063,1014,806,420,0.09,2002,570000,22
3972,19,964,0,0,0,0.0,2001,285500,18
3973,68,1388,0,0,252,0.0,1975,330000,1
3974,8,1828,816,0,400,0.29,1987,551000,-1
3975,1,1688,1688,930,668,0.18,2017,685000,-1
3976,8,1903,0,0,438,0.1,2000,440000,-1
3977,8,2321,1120,760,484,0.14,1999,589900,-1
3978,8,2777,1357,0,771,1.13,1995,785000,24
3979,1,940,840,840,400,0.1,1983,400000,-1
3980,8,1538,440,440,440,0.24,1992,490000,-1
3981,7,1800,0,0,336,0.19,1972,478300,-1
3982,7,1470,432,432,456,0.2,1973,435000,-1
3983,7,1755,418,0,672,0.15,2012,465000,38
3984,1,2082,2082,1291,896,0.55,1969,855000,9
3985,19,1033,0,0,0,0.0,2006,307800,46
3986,8,3741,1904,1311,749,0.39,1994,1100000,-1
3987,8,2664,1032,712,960,0.34,1983,980000,-1
3988,7,1794,648,648,470,0.34,1979,525000,-1
3989,19,1167,0,0,220,0.0,2004,315000,50
3990,1,1599,1472,0,440,0.16,2012,500000,-1
3991,19,1132,0,0,280,0.0,2002,310000,-1
3992,8,3948,2074,2074,784,0.51,2000,1000000,-1
3993,8,2335,783,640,441,0.14,2004,657000,22
3994,19,948,0,0,0,0.0,1970,230000,-1
3995,1,1950,1158,0,570,0.13,2011,572000,38
3996,1,2631,2579,0,993,0.29,2018,895000,-1
3997,8,1628,0,0,540,0.11,2012,432500,-1
3998,68,1547,685,0,399,0.06,2017,492000,-1
3999,68,1547,685,564,420,0.06,2017,524000,-1
4000,8,1714,0,0,560,0.11,2017,476000,-1
4001,7,1480,0,0,400,0.51,1975,470000,-1
4002,19,964,0,0,0,0.0,1970,227000,-1
4003,1,1016,960,744,480,0.16,1983,510000,20
4004,1,1125,0,0,368,0.18,1977,380000,-1
4005,68,1178,610,0,200,0.02,2000,361175,-1
4006,19,1012,0,0,0,0.0,1998,290000,6
4007,1,1406,1406,746,400,0.17,1998,516500,-1
4008,1,2276,912,0,682,0.18,2002,600000,-1
4009,8,2027,958,0,644,0.18,2003,541300,8
4010,1,1650,1650,1650,506,0.15,2004,692000,-1
4011,8,2521,1312,1062,688,0.13,2005,665000,-1
4012,8,2579,1324,772,572,0.16,2003,675000,-1
4013,8,1379,0,0,420,0.09,2002,455000,-1
4014,8,2269,865,865,520,0.22,2001,608500,41
4015,4,1654,0,0,494,0.11,1980,414000,-1
4016,19,1536,651,0,418,0.0,2013,422000,10
4017,1,1427,1427,1427,400,0.15,1993,555000,16
4018,1,2105,1858,280,742,0.31,2001,740000,-1
4019,68,1326,594,0,440,0.04,2002,383000,22
4020,8,2194,1105,0,649,0.12,2015,677500,-1
4021,8,2060,783,0,520,0.14,1994,578500,-1
4022,19,930,0,0,0,0.0,1970,216500,-1
4023,4,1688,0,0,288,0.14,1974,458300,-1
4024,61,912,912,0,200,0.0,1976,306000,-1
4025,1,1633,0,0,450,0.15,2002,435000,-1
4026,61,1122,1110,0,240,0.06,1997,337000,41
4027,8,2504,645,525,630,0.16,1999,0,-1
4028,7,2027,651,470,576,0.13,2007,563336,31
4029,68,1606,814,0,420,0.07,2002,475000,22
4030,7,2186,616,48,534,0.11,2013,520000,31
4031,8,2062,984,0,480,0.09,2007,682000,35
4032,8,2334,1102,952,536,0.21,1995,617800,16
4033,1,1310,0,0,380,0.1,2001,390000,-1
4034,68,1185,606,606,264,0.04,2003,373315,41
4035,8,1760,808,0,400,0.13,2001,475000,-1
4036,1,576,576,576,1080,0.21,1946,460000,-1
4037,4,1932,0,0,552,0.16,1974,501000,-1
4038,4,1644,0,0,420,0.34,1981,416000,-1
4039,61,1917,1847,0,718,0.26,2017,725000,-1
4040,69,1449,0,0,504,0.03,2015,440000,-1
4041,7,1480,0,0,400,0.19,1975,432000,-1
4042,7,2662,0,0,576,0.38,1976,730000,-1
4043,51,1904,0,0,545,0.27,1972,475000,-1
4044,8,1248,0,0,240,0.07,2002,400000,-1
4045,1,1330,0,0,400,0.11,2001,405000,-1
4046,8,1923,1357,0,550,0.23,1992,752000,-1
4047,8,1600,720,0,532,0.11,2011,451000,-1
4048,1,1302,1284,1284,462,0.14,2008,490000,31
4049,8,2368,1198,0,462,0.18,2004,528000,-1
4050,1,1755,1650,988,440,0.16,2008,585000,38
4051,8,2423,504,0,462,0.16,1997,528300,-1
4052,1,1332,1332,0,360,0.15,1980,425000,-1
4053,8,3536,1522,1282,664,0.18,2018,798550,-1
4054,19,734,0,0,0,0.0,1980,208950,-1
4055,8,1782,912,0,484,0.2,1988,625000,-1
4056,1,1004,0,0,480,0.12,1985,405200,-1
4057,1,1056,960,480,0,0.37,1938,518200,-1
4058,4,2139,0,0,650,0.3,1980,565000,-1
4059,1,1008,0,0,0,0.13,1954,450000,-1
4060,8,2457,824,824,380,0.14,2005,555000,41
4061,8,2480,1230,800,460,0.13,2002,675000,-1
4062,68,1039,602,0,220,0.0,2001,300000,37
4063,8,2181,684,0,724,0.24,2004,500000,41
4064,68,1105,604,0,180,0.03,2002,373000,-1
4065,8,1716,834,834,400,0.08,1995,627600,-1
4066,8,2862,1479,1479,576,0.23,1996,830000,-1
4067,8,2689,1529,1529,698,0.25,1998,651250,-1
4068,8,1655,870,0,440,0.1,1997,445000,-1
4069,1,864,0,0,0,0.13,1914,368000,-1
4070,1,858,0,0,0,0.11,1916,615100,-1
4071,68,1104,552,552,312,0.0,1972,365000,1
4072,7,3196,0,0,714,0.39,1977,800000,-1
4073,7,1344,0,0,288,0.11,1979,352000,-1
4074,1,1451,1413,1217,484,0.16,1988,600000,-1
4075,7,2198,922,922,506,0.14,1988,473330,-1
4076,1,1739,1669,840,420,0.11,2017,665400,7
